data;tipo;categoria;descricao;valor;metodo
2025-01-10T22:46:00.000Z;ENTRADA;Venda;Venda #685947;360;Pix
2025-01-10T22:39:00.000Z;ENTRADA;Venda;Venda #685947;8;Pix
2025-01-10T22:33:00.000Z;ENTRADA;Venda;Venda #685947;45;Pix
2025-01-10T22:33:00.000Z;ENTRADA;Venda;Venda #685947;90;Pix
2025-01-10T22:13:00.000Z;ENTRADA;Venda;Venda #685947;45;Pix
2025-01-10T22:05:00.000Z;ENTRADA;Venda;Venda #685947;360;Pix
2025-01-10T21:48:00.000Z;ENTRADA;Venda;Venda #685947;170;Pix
2025-01-10T21:48:00.000Z;ENTRADA;Venda;Venda #685947;90;Pix
2025-01-10T21:25:00.000Z;ENTRADA;Venda;Venda #685947;16;Pix
2025-01-10T21:20:00.000Z;ENTRADA;Venda;Venda #685947;135;Pix
2025-01-10T21:19:00.000Z;ENTRADA;Venda;Venda #685947;8;Pix
2025-01-10T21:07:00.000Z;ENTRADA;Venda;Venda #685947;135;Pix
2025-01-10T21:05:00.000Z;ENTRADA;Venda;Venda #685947;240;Pix
2025-01-10T20:48:00.000Z;ENTRADA;Venda;Venda #685947;360;Pix
2025-01-10T20:39:00.000Z;ENTRADA;Venda;Venda #685947;120;Pix
2025-01-10T20:36:00.000Z;ENTRADA;Venda;Venda #685947;255;Pix
2025-01-10T20:16:00.000Z;ENTRADA;Venda;Venda #685947;85;Pix
2025-01-10T20:14:00.000Z;ENTRADA;Venda;Venda #685947;170;Pix
2025-01-10T20:12:00.000Z;ENTRADA;Venda;Venda #685947;90;Pix
2025-01-10T19:48:00.000Z;ENTRADA;Venda;Venda #685947;255;Pix
2025-01-10T19:41:00.000Z;ENTRADA;Venda;Venda #685947;16;Pix
2025-01-10T19:34:00.000Z;ENTRADA;Venda;Venda #685947;135;Pix
2025-01-10T19:32:00.000Z;ENTRADA;Venda;Venda #685947;8;Pix
2025-01-10T19:13:00.000Z;ENTRADA;Venda;Venda #685947;85;Pix
2025-01-10T18:53:00.000Z;ENTRADA;Venda;Venda #685947;120;Pix
2025-01-10T18:40:00.000Z;ENTRADA;Venda;Venda #685947;24;Pix
2025-01-10T18:38:00.000Z;ENTRADA;Venda;Venda #685947;90;Pix
2025-01-10T18:32:00.000Z;ENTRADA;Venda;Venda #685947;8;Pix
2025-01-10T18:31:00.000Z;ENTRADA;Venda;Venda #685947;135;Pix
2025-01-10T18:31:00.000Z;ENTRADA;Venda;Venda #685947;240;Pix
2025-01-10T18:26:00.000Z;ENTRADA;Venda;Venda #685947;85;Pix
2025-01-10T18:26:00.000Z;ENTRADA;Venda;Venda #685947;255;Pix
2025-01-10T18:04:00.000Z;ENTRADA;Venda;Venda #685947;170;Pix
2025-01-10T18:01:00.000Z;ENTRADA;Venda;Venda #685947;85;Pix
2025-01-10T18:00:00.000Z;ENTRADA;Venda;Venda #685947;85;Pix
2025-01-10T17:53:00.000Z;ENTRADA;Venda;Venda #685947;170;Pix
2025-01-10T17:50:00.000Z;ENTRADA;Venda;Venda #685947;24;Pix
2025-01-10T17:50:00.000Z;ENTRADA;Venda;Venda #685947;360;Pix
2025-01-10T17:49:00.000Z;ENTRADA;Venda;Venda #685947;45;Pix
2025-01-10T17:32:00.000Z;ENTRADA;Venda;Venda #685947;240;Pix
2025-01-10T17:15:00.000Z;ENTRADA;Venda;Venda #685947;90;Pix
2025-01-10T16:56:00.000Z;ENTRADA;Venda;Venda #685947;24;Pix
2025-01-10T16:52:00.000Z;ENTRADA;Venda;Venda #685947;120;Pix
2025-01-10T16:42:00.000Z;ENTRADA;Venda;Venda #685947;255;Pix
2025-01-10T16:39:00.000Z;ENTRADA;Venda;Venda #685947;8;Pix
2025-01-10T16:29:00.000Z;ENTRADA;Venda;Venda #685947;16;Pix
2025-01-10T16:22:00.000Z;ENTRADA;Venda;Venda #685947;16;Pix
2025-01-10T16:21:00.000Z;ENTRADA;Venda;Venda #685947;90;Pix
2025-01-10T16:11:00.000Z;ENTRADA;Venda;Venda #685947;8;Pix
2025-01-10T16:03:00.000Z;ENTRADA;Venda;Venda #685947;90;Pix
2025-01-10T15:54:00.000Z;ENTRADA;Venda;Venda #685947;24;Pix
2025-01-10T15:51:00.000Z;ENTRADA;Venda;Venda #685947;90;Pix
2025-01-10T15:37:00.000Z;ENTRADA;Venda;Venda #685947;120;Pix
2025-01-10T15:00:00.000Z;ENTRADA;Venda;Venda #685947;85;Pix
2025-01-09T22:52:00.000Z;ENTRADA;Venda;Venda #685947;360;Pix
2025-01-09T22:38:00.000Z;ENTRADA;Venda;Venda #685947;170;Pix
2025-01-09T22:37:00.000Z;ENTRADA;Venda;Venda #685947;85;Pix
2025-01-09T22:36:00.000Z;ENTRADA;Venda;Venda #685947;170;Pix
2025-01-09T22:35:00.000Z;ENTRADA;Venda;Venda #685947;170;Pix
2025-01-09T22:32:00.000Z;ENTRADA;Venda;Venda #685947;8;Pix
2025-01-09T22:16:00.000Z;ENTRADA;Venda;Venda #685947;85;Pix
2025-01-09T22:08:00.000Z;ENTRADA;Venda;Venda #685947;45;Pix
2025-01-09T22:00:00.000Z;ENTRADA;Venda;Venda #685947;85;Pix
2025-01-09T21:58:00.000Z;ENTRADA;Venda;Venda #685947;16;Pix
2025-01-09T21:53:00.000Z;ENTRADA;Venda;Venda #685947;90;Pix
2025-01-09T21:52:00.000Z;ENTRADA;Venda;Venda #685947;90;Pix
2025-01-09T21:46:00.000Z;ENTRADA;Venda;Venda #685947;24;Pix
2025-01-09T21:43:00.000Z;ENTRADA;Venda;Venda #685947;120;Pix
2025-01-09T21:40:00.000Z;ENTRADA;Venda;Venda #685947;16;Pix
2025-01-09T21:34:00.000Z;ENTRADA;Venda;Venda #685947;90;Pix
2025-01-09T21:19:00.000Z;ENTRADA;Venda;Venda #685947;24;Pix
2025-01-09T21:19:00.000Z;ENTRADA;Venda;Venda #685947;240;Pix
2025-01-09T21:17:00.000Z;ENTRADA;Venda;Venda #685947;45;Pix
2025-01-09T21:16:00.000Z;ENTRADA;Venda;Venda #685947;170;Pix
2025-01-09T21:11:00.000Z;ENTRADA;Venda;Venda #685947;8;Pix
2025-01-09T21:09:00.000Z;ENTRADA;Venda;Venda #685947;85;Pix
2025-01-09T21:08:00.000Z;ENTRADA;Venda;Venda #685947;170;Pix
2025-01-09T21:01:00.000Z;ENTRADA;Venda;Venda #685947;360;Pix
2025-01-09T20:50:00.000Z;ENTRADA;Venda;Venda #685947;45;Pix
2025-01-09T20:41:00.000Z;ENTRADA;Venda;Venda #685947;360;Pix
2025-01-09T20:31:00.000Z;ENTRADA;Venda;Venda #685947;135;Pix
2025-01-09T20:13:00.000Z;ENTRADA;Venda;Venda #685947;170;Pix
2025-01-09T20:12:00.000Z;ENTRADA;Venda;Venda #685947;240;Pix
2025-01-09T20:01:00.000Z;ENTRADA;Venda;Venda #685947;135;Pix
2025-01-09T19:54:00.000Z;ENTRADA;Venda;Venda #685947;90;Pix
2025-01-09T19:50:00.000Z;ENTRADA;Venda;Venda #685947;16;Pix
2025-01-09T19:20:00.000Z;ENTRADA;Venda;Venda #685947;120;Pix
2025-01-09T19:19:00.000Z;ENTRADA;Venda;Venda #685947;85;Pix
2025-01-09T19:15:00.000Z;ENTRADA;Venda;Venda #685947;24;Pix
2025-01-09T18:44:00.000Z;ENTRADA;Venda;Venda #685947;255;Pix
2025-01-09T18:41:00.000Z;ENTRADA;Venda;Venda #685947;170;Pix
2025-01-09T18:29:00.000Z;ENTRADA;Venda;Venda #685947;135;Pix
2025-01-09T18:28:00.000Z;ENTRADA;Venda;Venda #685947;85;Pix
2025-01-09T18:25:00.000Z;ENTRADA;Venda;Venda #685947;170;Pix
2025-01-09T18:20:00.000Z;ENTRADA;Venda;Venda #685947;120;Pix
2025-01-09T18:19:00.000Z;ENTRADA;Venda;Venda #685947;8;Pix
2025-01-09T18:01:00.000Z;ENTRADA;Venda;Venda #685947;90;Pix
2025-01-09T17:55:00.000Z;ENTRADA;Venda;Venda #685947;8;Pix
2025-01-09T17:27:00.000Z;ENTRADA;Venda;Venda #685947;16;Pix
2025-01-09T17:25:00.000Z;ENTRADA;Venda;Venda #685947;170;Pix
2025-01-09T17:22:00.000Z;ENTRADA;Venda;Venda #685947;16;Pix
2025-01-09T17:15:00.000Z;ENTRADA;Venda;Venda #685947;255;Pix
2025-01-09T17:04:00.000Z;ENTRADA;Venda;Venda #685947;16;Pix
2025-01-09T17:03:00.000Z;ENTRADA;Venda;Venda #685947;24;Pix
2025-01-09T16:37:00.000Z;ENTRADA;Venda;Venda #685947;255;Pix
2025-01-09T16:37:00.000Z;ENTRADA;Venda;Venda #685947;120;Pix
2025-01-09T16:28:00.000Z;ENTRADA;Venda;Venda #685947;16;Pix
2025-01-09T16:25:00.000Z;ENTRADA;Venda;Venda #685947;170;Pix
2025-01-09T16:21:00.000Z;ENTRADA;Venda;Venda #685947;24;Pix
2025-01-09T15:45:00.000Z;ENTRADA;Venda;Venda #685947;24;Pix
2025-01-09T15:44:00.000Z;ENTRADA;Venda;Venda #685947;135;Pix
2025-01-09T15:38:00.000Z;ENTRADA;Venda;Venda #685947;8;Pix
2025-01-09T15:29:00.000Z;ENTRADA;Venda;Venda #685947;16;Pix
2025-01-09T15:19:00.000Z;ENTRADA;Venda;Venda #685947;85;Pix
2025-01-09T15:13:00.000Z;ENTRADA;Venda;Venda #685947;45;Pix
2025-01-09T03:00:00.000Z;SAÍDA;DESPESAS OPERACIONAIS;Compra de Insumos Reposição;-2126.9573653595567;Dinheiro/Banco
2025-01-08T22:56:00.000Z;ENTRADA;Venda;Venda #685947;16;Pix
2025-01-08T22:54:00.000Z;ENTRADA;Venda;Venda #685947;360;Pix
2025-01-08T22:50:00.000Z;ENTRADA;Venda;Venda #685947;135;Pix
2025-01-08T22:47:00.000Z;ENTRADA;Venda;Venda #685947;170;Pix
2025-01-08T22:39:00.000Z;ENTRADA;Venda;Venda #685947;135;Pix
2025-01-08T22:17:00.000Z;ENTRADA;Venda;Venda #685947;8;Pix
2025-01-08T22:15:00.000Z;ENTRADA;Venda;Venda #685947;240;Pix
2025-01-08T22:05:00.000Z;ENTRADA;Venda;Venda #685947;135;Pix
2025-01-08T22:04:00.000Z;ENTRADA;Venda;Venda #685947;135;Pix
2025-01-08T22:02:00.000Z;ENTRADA;Venda;Venda #685947;120;Pix
2025-01-08T21:53:00.000Z;ENTRADA;Venda;Venda #685947;120;Pix
2025-01-08T21:52:00.000Z;ENTRADA;Venda;Venda #685947;120;Pix
2025-01-08T21:45:00.000Z;ENTRADA;Venda;Venda #685947;360;Pix
2025-01-08T21:43:00.000Z;ENTRADA;Venda;Venda #685947;90;Pix
2025-01-08T21:40:00.000Z;ENTRADA;Venda;Venda #685947;240;Pix
2025-01-08T21:34:00.000Z;ENTRADA;Venda;Venda #685947;85;Pix
2025-01-08T21:18:00.000Z;ENTRADA;Venda;Venda #685947;360;Pix
2025-01-08T21:15:00.000Z;ENTRADA;Venda;Venda #685947;120;Pix
2025-01-08T20:37:00.000Z;ENTRADA;Venda;Venda #685947;120;Pix
2025-01-08T20:30:00.000Z;ENTRADA;Venda;Venda #685947;16;Pix
2025-01-08T20:12:00.000Z;ENTRADA;Venda;Venda #685947;24;Pix
2025-01-08T19:30:00.000Z;ENTRADA;Venda;Venda #685947;120;Pix
2025-01-08T19:14:00.000Z;ENTRADA;Venda;Venda #685947;85;Pix
2025-01-08T18:53:00.000Z;ENTRADA;Venda;Venda #685947;135;Pix
2025-01-08T18:42:00.000Z;ENTRADA;Venda;Venda #685947;170;Pix
2025-01-08T18:21:00.000Z;ENTRADA;Venda;Venda #685947;45;Pix
2025-01-08T18:11:00.000Z;ENTRADA;Venda;Venda #685947;255;Pix
2025-01-08T17:48:00.000Z;ENTRADA;Venda;Venda #685947;8;Pix
2025-01-08T17:47:00.000Z;ENTRADA;Venda;Venda #685947;360;Pix
2025-01-08T17:42:00.000Z;ENTRADA;Venda;Venda #685947;24;Pix
2025-01-08T17:38:00.000Z;ENTRADA;Venda;Venda #685947;45;Pix
2025-01-08T17:35:00.000Z;ENTRADA;Venda;Venda #685947;24;Pix
2025-01-08T16:53:00.000Z;ENTRADA;Venda;Venda #685947;255;Pix
2025-01-08T16:53:00.000Z;ENTRADA;Venda;Venda #685947;24;Pix
2025-01-08T16:36:00.000Z;ENTRADA;Venda;Venda #685947;255;Pix
2025-01-08T16:28:00.000Z;ENTRADA;Venda;Venda #685947;120;Pix
2025-01-08T16:24:00.000Z;ENTRADA;Venda;Venda #685947;360;Pix
2025-01-08T16:13:00.000Z;ENTRADA;Venda;Venda #685947;16;Pix
2025-01-08T16:10:00.000Z;ENTRADA;Venda;Venda #685947;16;Pix
2025-01-08T16:01:00.000Z;ENTRADA;Venda;Venda #685947;255;Pix
2025-01-08T15:50:00.000Z;ENTRADA;Venda;Venda #685947;24;Pix
2025-01-08T15:49:00.000Z;ENTRADA;Venda;Venda #685947;360;Pix
2025-01-08T15:46:00.000Z;ENTRADA;Venda;Venda #685947;85;Pix
2025-01-08T15:42:00.000Z;ENTRADA;Venda;Venda #685947;45;Pix
2025-01-08T15:40:00.000Z;ENTRADA;Venda;Venda #685947;85;Pix
2025-01-08T15:30:00.000Z;ENTRADA;Venda;Venda #685947;120;Pix
2025-01-08T15:01:00.000Z;ENTRADA;Venda;Venda #685947;240;Pix
2025-01-07T22:40:00.000Z;ENTRADA;Venda;Venda #685946;24;Pix
2025-01-07T22:40:00.000Z;ENTRADA;Venda;Venda #685946;8;Pix
2025-01-07T22:32:00.000Z;ENTRADA;Venda;Venda #685946;45;Pix
2025-01-07T22:17:00.000Z;ENTRADA;Venda;Venda #685946;45;Pix
2025-01-07T22:15:00.000Z;ENTRADA;Venda;Venda #685946;255;Pix
2025-01-07T22:00:00.000Z;ENTRADA;Venda;Venda #685946;170;Pix
2025-01-07T21:56:00.000Z;ENTRADA;Venda;Venda #685946;240;Pix
2025-01-07T21:40:00.000Z;ENTRADA;Venda;Venda #685946;16;Pix
2025-01-07T21:34:00.000Z;ENTRADA;Venda;Venda #685946;255;Pix
2025-01-07T21:17:00.000Z;ENTRADA;Venda;Venda #685946;120;Pix
2025-01-07T21:08:00.000Z;ENTRADA;Venda;Venda #685946;135;Pix
2025-01-07T20:58:00.000Z;ENTRADA;Venda;Venda #685946;120;Pix
2025-01-07T20:53:00.000Z;ENTRADA;Venda;Venda #685947;24;Pix
2025-01-07T20:47:00.000Z;ENTRADA;Venda;Venda #685946;45;Pix
2025-01-07T20:14:00.000Z;ENTRADA;Venda;Venda #685946;240;Pix
2025-01-07T20:13:00.000Z;ENTRADA;Venda;Venda #685946;45;Pix
2025-01-07T20:12:00.000Z;ENTRADA;Venda;Venda #685947;240;Pix
2025-01-07T19:57:00.000Z;ENTRADA;Venda;Venda #685946;135;Pix
2025-01-07T19:55:00.000Z;ENTRADA;Venda;Venda #685946;170;Pix
2025-01-07T19:35:00.000Z;ENTRADA;Venda;Venda #685946;24;Pix
2025-01-07T19:34:00.000Z;ENTRADA;Venda;Venda #685946;16;Pix
2025-01-07T19:28:00.000Z;ENTRADA;Venda;Venda #685946;90;Pix
2025-01-07T19:26:00.000Z;ENTRADA;Venda;Venda #685946;135;Pix
2025-01-07T19:21:00.000Z;ENTRADA;Venda;Venda #685946;16;Pix
2025-01-07T19:18:00.000Z;ENTRADA;Venda;Venda #685946;24;Pix
2025-01-07T19:12:00.000Z;ENTRADA;Venda;Venda #685947;240;Pix
2025-01-07T19:09:00.000Z;ENTRADA;Venda;Venda #685946;135;Pix
2025-01-07T18:44:00.000Z;ENTRADA;Venda;Venda #685946;170;Pix
2025-01-07T18:43:00.000Z;ENTRADA;Venda;Venda #685947;16;Pix
2025-01-07T18:39:00.000Z;ENTRADA;Venda;Venda #685946;120;Pix
2025-01-07T18:36:00.000Z;ENTRADA;Venda;Venda #685947;120;Pix
2025-01-07T18:34:00.000Z;ENTRADA;Venda;Venda #685946;16;Pix
2025-01-07T18:31:00.000Z;ENTRADA;Venda;Venda #685946;85;Pix
2025-01-07T18:03:00.000Z;ENTRADA;Venda;Venda #685946;45;Pix
2025-01-07T18:02:00.000Z;ENTRADA;Venda;Venda #685946;45;Pix
2025-01-07T17:50:00.000Z;ENTRADA;Venda;Venda #685946;85;Pix
2025-01-07T17:50:00.000Z;ENTRADA;Venda;Venda #685947;85;Pix
2025-01-07T17:48:00.000Z;ENTRADA;Venda;Venda #685946;135;Pix
2025-01-07T17:48:00.000Z;ENTRADA;Venda;Venda #685946;120;Pix
2025-01-07T17:44:00.000Z;ENTRADA;Venda;Venda #685946;240;Pix
2025-01-07T17:43:00.000Z;ENTRADA;Venda;Venda #685946;8;Pix
2025-01-07T17:43:00.000Z;ENTRADA;Venda;Venda #685947;8;Pix
2025-01-07T17:33:00.000Z;ENTRADA;Venda;Venda #685946;85;Pix
2025-01-07T17:21:00.000Z;ENTRADA;Venda;Venda #685946;45;Pix
2025-01-07T17:16:00.000Z;ENTRADA;Venda;Venda #685946;24;Pix
2025-01-07T17:15:00.000Z;ENTRADA;Venda;Venda #685946;135;Pix
2025-01-07T17:00:00.000Z;ENTRADA;Venda;Venda #685946;120;Pix
2025-01-07T16:57:00.000Z;ENTRADA;Venda;Venda #685946;135;Pix
2025-01-07T16:43:00.000Z;ENTRADA;Venda;Venda #685946;8;Pix
2025-01-07T16:38:00.000Z;ENTRADA;Venda;Venda #685946;16;Pix
2025-01-07T16:34:00.000Z;ENTRADA;Venda;Venda #685946;45;Pix
2025-01-07T16:30:00.000Z;ENTRADA;Venda;Venda #685946;240;Pix
2025-01-07T16:23:00.000Z;ENTRADA;Venda;Venda #685946;85;Pix
2025-01-07T16:12:00.000Z;ENTRADA;Venda;Venda #685946;45;Pix
2025-01-07T16:11:00.000Z;ENTRADA;Venda;Venda #685946;8;Pix
2025-01-07T16:04:00.000Z;ENTRADA;Venda;Venda #685946;24;Pix
2025-01-07T16:04:00.000Z;ENTRADA;Venda;Venda #685947;85;Pix
2025-01-07T15:56:00.000Z;ENTRADA;Venda;Venda #685946;24;Pix
2025-01-07T15:56:00.000Z;ENTRADA;Venda;Venda #685946;85;Pix
2025-01-07T15:54:00.000Z;ENTRADA;Venda;Venda #685946;16;Pix
2025-01-07T15:50:00.000Z;ENTRADA;Venda;Venda #685946;120;Pix
2025-01-07T15:49:00.000Z;ENTRADA;Venda;Venda #685946;8;Pix
2025-01-07T15:42:00.000Z;ENTRADA;Venda;Venda #685946;90;Pix
2025-01-07T15:36:00.000Z;ENTRADA;Venda;Venda #685946;135;Pix
2025-01-07T15:31:00.000Z;ENTRADA;Venda;Venda #685946;360;Pix
2025-01-07T15:26:00.000Z;ENTRADA;Venda;Venda #685946;8;Pix
2025-01-07T15:20:00.000Z;ENTRADA;Venda;Venda #685946;120;Pix
2025-01-07T15:12:00.000Z;ENTRADA;Venda;Venda #685946;255;Pix
2025-01-07T15:07:00.000Z;ENTRADA;Venda;Venda #685946;85;Pix
2025-01-06T22:57:00.000Z;ENTRADA;Venda;Venda #685946;255;Pix
2025-01-06T22:48:00.000Z;ENTRADA;Venda;Venda #685946;255;Pix
2025-01-06T22:34:00.000Z;ENTRADA;Venda;Venda #685946;8;Pix
2025-01-06T22:32:00.000Z;ENTRADA;Venda;Venda #685946;240;Pix
2025-01-06T22:28:00.000Z;ENTRADA;Venda;Venda #685946;90;Pix
2025-01-06T22:25:00.000Z;ENTRADA;Venda;Venda #685946;24;Pix
2025-01-06T22:21:00.000Z;ENTRADA;Venda;Venda #685946;170;Pix
2025-01-06T22:15:00.000Z;ENTRADA;Venda;Venda #685946;24;Pix
2025-01-06T22:14:00.000Z;ENTRADA;Venda;Venda #685946;240;Pix
2025-01-06T22:02:00.000Z;ENTRADA;Venda;Venda #685946;255;Pix
2025-01-06T21:34:00.000Z;ENTRADA;Venda;Venda #685946;240;Pix
2025-01-06T21:33:00.000Z;ENTRADA;Venda;Venda #685946;360;Pix
2025-01-06T21:32:00.000Z;ENTRADA;Venda;Venda #685946;135;Pix
2025-01-06T21:28:00.000Z;ENTRADA;Venda;Venda #685946;85;Pix
2025-01-06T21:17:00.000Z;ENTRADA;Venda;Venda #685946;85;Pix
2025-01-06T21:17:00.000Z;ENTRADA;Venda;Venda #685946;24;Pix
2025-01-06T21:12:00.000Z;ENTRADA;Venda;Venda #685946;16;Pix
2025-01-06T21:11:00.000Z;ENTRADA;Venda;Venda #685946;255;Pix
2025-01-06T20:40:00.000Z;ENTRADA;Venda;Venda #685946;135;Pix
2025-01-06T20:28:00.000Z;ENTRADA;Venda;Venda #685946;255;Pix
2025-01-06T20:21:00.000Z;ENTRADA;Venda;Venda #685946;85;Pix
2025-01-06T20:10:00.000Z;ENTRADA;Venda;Venda #685946;24;Pix
2025-01-06T19:50:00.000Z;ENTRADA;Venda;Venda #685946;255;Pix
2025-01-06T19:36:00.000Z;ENTRADA;Venda;Venda #685946;85;Pix
2025-01-06T19:26:00.000Z;ENTRADA;Venda;Venda #685946;24;Pix
2025-01-06T19:19:00.000Z;ENTRADA;Venda;Venda #685946;16;Pix
2025-01-06T19:17:00.000Z;ENTRADA;Venda;Venda #685946;24;Pix
2025-01-06T19:14:00.000Z;ENTRADA;Venda;Venda #685946;135;Pix
2025-01-06T19:10:00.000Z;ENTRADA;Venda;Venda #685946;170;Pix
2025-01-06T18:52:00.000Z;ENTRADA;Venda;Venda #685946;45;Pix
2025-01-06T18:45:00.000Z;ENTRADA;Venda;Venda #685946;170;Pix
2025-01-06T18:40:00.000Z;ENTRADA;Venda;Venda #685946;24;Pix
2025-01-06T18:24:00.000Z;ENTRADA;Venda;Venda #685946;120;Pix
2025-01-06T18:18:00.000Z;ENTRADA;Venda;Venda #685946;170;Pix
2025-01-06T18:08:00.000Z;ENTRADA;Venda;Venda #685946;170;Pix
2025-01-06T18:06:00.000Z;ENTRADA;Venda;Venda #685946;255;Pix
2025-01-06T17:30:00.000Z;ENTRADA;Venda;Venda #685946;90;Pix
2025-01-06T17:30:00.000Z;ENTRADA;Venda;Venda #685946;45;Pix
2025-01-06T17:26:00.000Z;ENTRADA;Venda;Venda #685946;255;Pix
2025-01-06T17:22:00.000Z;ENTRADA;Venda;Venda #685946;255;Pix
2025-01-06T17:11:00.000Z;ENTRADA;Venda;Venda #685946;255;Pix
2025-01-06T16:41:00.000Z;ENTRADA;Venda;Venda #685946;170;Pix
2025-01-06T16:10:00.000Z;ENTRADA;Venda;Venda #685946;170;Pix
2025-01-06T16:04:00.000Z;ENTRADA;Venda;Venda #685946;170;Pix
2025-01-06T16:02:00.000Z;ENTRADA;Venda;Venda #685946;24;Pix
2025-01-06T15:55:00.000Z;ENTRADA;Venda;Venda #685946;85;Pix
2025-01-06T15:48:00.000Z;ENTRADA;Venda;Venda #685946;16;Pix
2025-01-06T15:47:00.000Z;ENTRADA;Venda;Venda #685946;85;Pix
2025-01-06T03:00:00.000Z;SAÍDA;DESPESAS OPERACIONAIS;Compra de Insumos Reposição;-1765.610154823757;Dinheiro/Banco
2025-01-03T22:53:00.000Z;ENTRADA;Venda;Venda #685946;120;Pix
2025-01-03T22:50:00.000Z;ENTRADA;Venda;Venda #685946;8;Pix
2025-01-03T22:36:00.000Z;ENTRADA;Venda;Venda #685946;45;Pix
2025-01-03T22:31:00.000Z;ENTRADA;Venda;Venda #685946;8;Pix
2025-01-03T22:28:00.000Z;ENTRADA;Venda;Venda #685946;8;Pix
2025-01-03T22:14:00.000Z;ENTRADA;Venda;Venda #685946;8;Pix
2025-01-03T22:03:00.000Z;ENTRADA;Venda;Venda #685946;255;Pix
2025-01-03T21:52:00.000Z;ENTRADA;Venda;Venda #685946;135;Pix
2025-01-03T21:44:00.000Z;ENTRADA;Venda;Venda #685946;45;Pix
2025-01-03T21:42:00.000Z;ENTRADA;Venda;Venda #685946;90;Pix
2025-01-03T21:27:00.000Z;ENTRADA;Venda;Venda #685946;45;Pix
2025-01-03T21:26:00.000Z;ENTRADA;Venda;Venda #685946;45;Pix
2025-01-03T21:16:00.000Z;ENTRADA;Venda;Venda #685946;8;Pix
2025-01-03T21:12:00.000Z;ENTRADA;Venda;Venda #685946;135;Pix
2025-01-03T21:04:00.000Z;ENTRADA;Venda;Venda #685946;85;Pix
2025-01-03T21:03:00.000Z;ENTRADA;Venda;Venda #685946;135;Pix
2025-01-03T20:57:00.000Z;ENTRADA;Venda;Venda #685946;240;Pix
2025-01-03T20:56:00.000Z;ENTRADA;Venda;Venda #685946;255;Pix
2025-01-03T20:28:00.000Z;ENTRADA;Venda;Venda #685946;255;Pix
2025-01-03T20:17:00.000Z;ENTRADA;Venda;Venda #685946;85;Pix
2025-01-03T19:45:00.000Z;ENTRADA;Venda;Venda #685946;240;Pix
2025-01-03T19:38:00.000Z;ENTRADA;Venda;Venda #685946;8;Pix
2025-01-03T19:36:00.000Z;ENTRADA;Venda;Venda #685946;255;Pix
2025-01-03T19:32:00.000Z;ENTRADA;Venda;Venda #685946;240;Pix
2025-01-03T19:00:00.000Z;ENTRADA;Venda;Venda #685946;240;Pix
2025-01-03T18:54:00.000Z;ENTRADA;Venda;Venda #685946;240;Pix
2025-01-03T18:39:00.000Z;ENTRADA;Venda;Venda #685946;90;Pix
2025-01-03T18:20:00.000Z;ENTRADA;Venda;Venda #685946;8;Pix
2025-01-03T18:10:00.000Z;ENTRADA;Venda;Venda #685946;255;Pix
2025-01-03T18:10:00.000Z;ENTRADA;Venda;Venda #685946;135;Pix
2025-01-03T18:03:00.000Z;ENTRADA;Venda;Venda #685946;16;Pix
2025-01-03T17:58:00.000Z;ENTRADA;Venda;Venda #685946;8;Pix
2025-01-03T17:47:00.000Z;ENTRADA;Venda;Venda #685946;255;Pix
2025-01-03T17:43:00.000Z;ENTRADA;Venda;Venda #685946;45;Pix
2025-01-03T17:42:00.000Z;ENTRADA;Venda;Venda #685946;240;Pix
2025-01-03T17:40:00.000Z;ENTRADA;Venda;Venda #685946;45;Pix
2025-01-03T16:53:00.000Z;ENTRADA;Venda;Venda #685946;16;Pix
2025-01-03T16:41:00.000Z;ENTRADA;Venda;Venda #685946;255;Pix
2025-01-03T16:30:00.000Z;ENTRADA;Venda;Venda #685946;16;Pix
2025-01-03T16:27:00.000Z;ENTRADA;Venda;Venda #685946;240;Pix
2025-01-03T16:20:00.000Z;ENTRADA;Venda;Venda #685946;8;Pix
2025-01-03T16:10:00.000Z;ENTRADA;Venda;Venda #685946;16;Pix
2025-01-03T16:09:00.000Z;ENTRADA;Venda;Venda #685946;24;Pix
2025-01-03T16:08:00.000Z;ENTRADA;Venda;Venda #685946;255;Pix
2025-01-03T15:54:00.000Z;ENTRADA;Venda;Venda #685946;90;Pix
2025-01-03T15:44:00.000Z;ENTRADA;Venda;Venda #685946;8;Pix
2025-01-03T15:42:00.000Z;ENTRADA;Venda;Venda #685946;170;Pix
2025-01-03T15:37:00.000Z;ENTRADA;Venda;Venda #685946;85;Pix
2025-01-03T15:35:00.000Z;ENTRADA;Venda;Venda #685946;240;Pix
2025-01-03T15:32:00.000Z;ENTRADA;Venda;Venda #685946;360;Pix
2025-01-03T15:31:00.000Z;ENTRADA;Venda;Venda #685946;135;Pix
2025-01-03T15:19:00.000Z;ENTRADA;Venda;Venda #685946;24;Pix
2025-01-03T15:07:00.000Z;ENTRADA;Venda;Venda #685946;255;Pix
2025-01-03T15:06:00.000Z;ENTRADA;Venda;Venda #685946;24;Pix
2025-01-03T03:00:00.000Z;SAÍDA;DESPESAS OPERACIONAIS;Compra de Insumos Reposição;-1599.1865920343719;Dinheiro/Banco
2025-01-02T22:51:00.000Z;ENTRADA;Venda;Venda #685946;90;Pix
2025-01-02T22:37:00.000Z;ENTRADA;Venda;Venda #685946;85;Pix
